pit_duration,lap_number,driver_number,date,session_key,meeting_key
28.0,4.0,22,2023-10-28T17:42:10.506000+00:00,9176,1223
458.1,3.0,14,2023-10-28T17:44:13.832000+00:00,9176,1223
511.2,3.0,18,2023-10-28T17:44:29.895000+00:00,9176,1223
29.6,4.0,44,2023-10-28T17:44:34.645000+00:00,9176,1223
474.3,4.0,55,2023-10-28T17:47:12.784000+00:00,9176,1223
469.5,4.0,16,2023-10-28T17:47:27.424000+00:00,9176,1223
400.6,8.0,77,2023-10-28T17:49:17.454000+00:00,9176,1223
415.4,4.0,4,2023-10-28T17:50:07.063000+00:00,9176,1223
23.5,6.0,55,2023-10-28T17:50:45.953000+00:00,9176,1223
353.8,7.0,22,2023-10-28T17:52:56.827000+00:00,9176,1223
19.5,7.0,55,2023-10-28T17:53:17.483000+00:00,9176,1223
32.9,5.0,27,2023-10-28T17:54:22.013000+00:00,9176,1223
321.8,7.0,44,2023-10-28T17:54:42.716000+00:00,9176,1223
31.8,4.0,11,2023-10-28T17:55:10.825000+00:00,9176,1223
413.4,6.0,63,2023-10-28T17:55:19.012000+00:00,9176,1223
449.0,6.0,81,2023-10-28T17:55:24.450000+00:00,9176,1223
343.7,7.0,16,2023-10-28T17:57:52.776000+00:00,9176,1223
411.7,8.0,18,2023-10-28T17:59:19.775000+00:00,9176,1223
18.9,12.0,24,2023-10-28T18:00:13.900000+00:00,9176,1223
21.0,6.0,3,2023-10-28T18:01:37.258000+00:00,9176,1223
555.2,8.0,14,2023-10-28T18:01:50.727000+00:00,9176,1223
517.0,10.0,55,2023-10-28T18:06:41.192000+00:00,9176,1223
510.3,7.0,2,2023-10-28T18:08:47.738000+00:00,9176,1223
895.8,10.0,31,2023-10-28T18:09:12.128000+00:00,9176,1223
239.4,10.0,23,2023-10-28T18:09:17.894000+00:00,9176,1223
498.3,18.0,77,2023-10-28T18:11:37.173000+00:00,9176,1223
588.5,13.0,24,2023-10-28T18:11:49.611000+00:00,9176,1223
551.6,13.0,4,2023-10-28T18:12:14.485000+00:00,9176,1223
276.8,15.0,81,2023-10-28T18:12:38.470000+00:00,9176,1223
559.3,12.0,63,2023-10-28T18:13:19.782000+00:00,9176,1223
593.0,13.0,44,2023-10-28T18:13:26.891000+00:00,9176,1223
376.1,17.0,22,2023-10-28T18:13:31.641000+00:00,9176,1223
617.0,7.0,3,2023-10-28T18:13:34.141000+00:00,9176,1223
99.9,13.0,23,2023-10-28T18:15:42.811000+00:00,9176,1223
171.4,10.0,2,2023-10-28T18:16:10.202000+00:00,9176,1223
27.3,14.0,31,2023-10-28T18:16:25.498000+00:00,9176,1223
690.6,11.0,1,2023-10-28T18:17:26.732000+00:00,9176,1223
17.1,16.0,44,2023-10-28T18:18:52.700000+00:00,9176,1223
810.6,11.0,11,2023-10-28T18:18:57.497000+00:00,9176,1223
545.8,13.0,14,2023-10-28T18:18:58.637000+00:00,9176,1223
711.1,13.0,18,2023-10-28T18:19:00.668000+00:00,9176,1223
1365.0,11.0,10,2023-10-28T18:19:32.152000+00:00,9176,1223
1611.3,2.0,20,2023-10-28T18:19:57.012000+00:00,9176,1223
1038.2,11.0,27,2023-10-28T18:20:12.543000+00:00,9176,1223
207.9,19.0,22,2023-10-28T18:20:21.214000+00:00,9176,1223
646.5,16.0,16,2023-10-28T18:21:24.104000+00:00,9176,1223
300.1,17.0,55,2023-10-28T18:21:29.776000+00:00,9176,1223
20.5,18.0,16,2023-10-28T18:25:07.649000+00:00,9176,1223
30.1,22.0,22,2023-10-28T18:25:40.367000+00:00,9176,1223
21.3,20.0,55,2023-10-28T18:27:13.522000+00:00,9176,1223
413.9,16.0,23,2023-10-28T18:27:19.741000+00:00,9176,1223
35.6,17.0,1,2023-10-28T18:27:51.006000+00:00,9176,1223
430.0,13.0,2,2023-10-28T18:27:56.038000+00:00,9176,1223
277.9,13.0,3,2023-10-28T18:28:10.444000+00:00,9176,1223
444.0,17.0,31,2023-10-28T18:28:32.662000+00:00,9176,1223
499.6,20.0,81,2023-10-28T18:28:37.662000+00:00,9176,1223
469.3,24.0,77,2023-10-28T18:28:55.724000+00:00,9176,1223
444.5,19.0,4,2023-10-28T18:29:06.412000+00:00,9176,1223
345.1,18.0,63,2023-10-28T18:29:10.146000+00:00,9176,1223
320.4,19.0,44,2023-10-28T18:29:14.958000+00:00,9176,1223
446.1,19.0,24,2023-10-28T18:29:16.474000+00:00,9176,1223
22.7,17.0,23,2023-10-28T18:29:35.036000+00:00,9176,1223
27.4,4.0,14,2023-10-28T21:06:35.291000+00:00,9177,1223
58.8,4.0,18,2023-10-28T21:06:57.572000+00:00,9177,1223
151.9,4.0,20,2023-10-28T21:07:08.306000+00:00,9177,1223
159.9,4.0,10,2023-10-28T21:07:45.087000+00:00,9177,1223
225.4,4.0,81,2023-10-28T21:12:17.975000+00:00,9177,1223
94.1,4.0,23,2023-10-28T21:12:23.990000+00:00,9177,1223
345.3,3.0,4,2023-10-28T21:12:27.037000+00:00,9177,1223
283.3,5.0,22,2023-10-28T21:14:08.239000+00:00,9177,1223
398.8,4.0,11,2023-10-28T21:14:12.411000+00:00,9177,1223
141.2,7.0,20,2023-10-28T21:14:15.192000+00:00,9177,1223
378.3,4.0,1,2023-10-28T21:14:24.755000+00:00,9177,1223
169.4,7.0,18,2023-10-28T21:14:29.770000+00:00,9177,1223
153.7,4.0,27,2023-10-28T21:14:32.504000+00:00,9177,1223
213.4,7.0,14,2023-10-28T21:14:44.051000+00:00,9177,1223
185.8,4.0,55,2023-10-28T21:14:49.598000+00:00,9177,1223
228.9,6.0,63,2023-10-28T21:14:51.567000+00:00,9177,1223
298.2,4.0,77,2023-10-28T21:15:22.535000+00:00,9177,1223
215.0,4.0,2,2023-10-28T21:15:22.910000+00:00,9177,1223
275.8,4.0,24,2023-10-28T21:15:24.691000+00:00,9177,1223
213.6,4.0,16,2023-10-28T21:15:26.676000+00:00,9177,1223
328.8,5.0,44,2023-10-28T21:15:33.004000+00:00,9177,1223
207.7,4.0,31,2023-10-28T21:15:52.425000+00:00,9177,1223
206.9,7.0,10,2023-10-28T21:16:00.019000+00:00,9177,1223
358.3,7.0,11,2023-10-28T21:25:03.826000+00:00,9177,1223
353.4,7.0,1,2023-10-28T21:25:15.388000+00:00,9177,1223
475.9,8.0,63,2023-10-28T21:26:58.902000+00:00,9177,1223
976.9,4.0,3,2023-10-28T21:27:00.965000+00:00,9177,1223
455.8,7.0,44,2023-10-28T21:27:01.465000+00:00,9177,1223
486.3,8.0,22,2023-10-28T21:27:05.496000+00:00,9177,1223
464.8,9.0,14,2023-10-28T21:27:06.824000+00:00,9177,1223
395.7,10.0,10,2023-10-28T21:27:25.840000+00:00,9177,1223
643.3,7.0,81,2023-10-28T21:27:36.293000+00:00,9177,1223
491.3,7.0,27,2023-10-28T21:27:44.918000+00:00,9177,1223
553.8,6.0,55,2023-10-28T21:27:50.949000+00:00,9177,1223
527.6,6.0,16,2023-10-28T21:27:57.652000+00:00,9177,1223
560.7,6.0,77,2023-10-28T21:28:08.917000+00:00,9177,1223
460.5,7.0,24,2023-10-28T21:28:16.386000+00:00,9177,1223
715.0,7.0,23,2023-10-28T21:28:54.198000+00:00,9177,1223
226.6,10.0,27,2023-10-28T21:36:05.006000+00:00,9177,1223
250.3,12.0,14,2023-10-28T21:36:06.162000+00:00,9177,1223
212.4,9.0,55,2023-10-28T21:36:08.193000+00:00,9177,1223
208.3,9.0,16,2023-10-28T21:36:09.709000+00:00,9177,1223
269.3,7.0,3,2023-10-28T21:36:10.506000+00:00,9177,1223
200.3,9.0,77,2023-10-28T21:36:11.193000+00:00,9177,1223
355.5,10.0,22,2023-10-28T21:36:11.381000+00:00,9177,1223
279.5,11.0,63,2023-10-28T21:36:12.193000+00:00,9177,1223
246.9,13.0,10,2023-10-28T21:36:12.459000+00:00,9177,1223
199.3,10.0,24,2023-10-28T21:36:25.318000+00:00,9177,1223
300.9,10.0,44,2023-10-28T21:36:44.833000+00:00,9177,1223
304.4,10.0,81,2023-10-28T21:37:20.599000+00:00,9177,1223
239.9,10.0,23,2023-10-28T21:37:24.427000+00:00,9177,1223
480.7,10.0,11,2023-10-28T21:37:36.911000+00:00,9177,1223
513.1,11.0,11,2023-10-28T21:48:04.013000+00:00,9177,1223
1107.3,10.0,1,2023-10-28T21:48:13.654000+00:00,9177,1223
418.0,10.0,3,2023-10-28T21:48:14.810000+00:00,9177,1223
412.6,12.0,77,2023-10-28T21:48:17.076000+00:00,9177,1223
434.6,12.0,55,2023-10-28T21:48:19.529000+00:00,9177,1223
434.8,12.0,16,2023-10-28T21:48:26.372000+00:00,9177,1223
391.6,13.0,81,2023-10-28T21:48:35.122000+00:00,9177,1223
455.9,14.0,63,2023-10-28T21:49:13.184000+00:00,9177,1223
439.3,13.0,44,2023-10-28T21:49:17.934000+00:00,9177,1223
667.5,13.0,24,2023-10-28T21:53:00.354000+00:00,9177,1223
148.9,16.0,81,2023-10-28T21:55:57.414000+00:00,9177,1223
180.9,15.0,77,2023-10-28T21:56:05.149000+00:00,9177,1223
181.6,15.0,55,2023-10-28T21:56:15.008000+00:00,9177,1223
201.4,13.0,3,2023-10-28T21:56:16.727000+00:00,9177,1223
183.4,15.0,16,2023-10-28T21:56:23.117000+00:00,9177,1223
235.8,14.0,11,2023-10-28T21:56:27.226000+00:00,9177,1223
251.9,13.0,1,2023-10-28T21:56:54.882000+00:00,9177,1223
224.8,17.0,63,2023-10-28T21:57:24.601000+00:00,9177,1223
221.7,16.0,44,2023-10-28T21:57:29.898000+00:00,9177,1223
30.1,9.0,22,2023-10-29T20:17:05.197000+00:00,9181,1223
23.4,11.0,4,2023-10-29T20:19:47.351000+00:00,9181,1223
22.4,19.0,1,2023-10-29T20:30:33.105000+00:00,9181,1223
22.8,21.0,24,2023-10-29T20:33:58.070000+00:00,9181,1223
23.9,22.0,2,2023-10-29T20:35:28.068000+00:00,9181,1223
23.1,23.0,27,2023-10-29T20:36:42.817000+00:00,9181,1223
23.6,23.0,20,2023-10-29T20:36:51.911000+00:00,9181,1223
22.2,24.0,44,2023-10-29T20:37:44.379000+00:00,9181,1223
23.7,25.0,81,2023-10-29T20:39:17.908000+00:00,9181,1223
22.3,26.0,63,2023-10-29T20:40:41.625000+00:00,9181,1223
22.4,27.0,3,2023-10-29T20:42:02.155000+00:00,9181,1223
22.6,28.0,10,2023-10-29T20:43:47.122000+00:00,9181,1223
22.8,29.0,14,2023-10-29T20:45:30.292000+00:00,9181,1223
22.0,30.0,55,2023-10-29T20:46:09.495000+00:00,9181,1223
22.5,30.0,18,2023-10-29T20:46:51.072000+00:00,9181,1223
22.2,31.0,16,2023-10-29T20:47:24.415000+00:00,9181,1223
23.6,31.0,77,2023-10-29T20:48:12.289000+00:00,9181,1223
22.3,33.0,1,2023-10-29T20:50:25.006000+00:00,9181,1223
22.5,33.0,4,2023-10-29T20:51:13.692000+00:00,9181,1223
23.6,33.0,23,2023-10-29T20:51:18.942000+00:00,9181,1223
1209.1,34.0,1,2023-10-29T21:13:05.935000+00:00,9181,1223
1210.5,34.0,16,2023-10-29T21:13:08.857000+00:00,9181,1223
1212.9,34.0,44,2023-10-29T21:13:12.669000+00:00,9181,1223
1215.4,34.0,55,2023-10-29T21:13:16.700000+00:00,9181,1223
1217.1,34.0,3,2023-10-29T21:13:20.325000+00:00,9181,1223
1219.0,34.0,81,2023-10-29T21:13:24.216000+00:00,9181,1223
1218.2,34.0,63,2023-10-29T21:13:29.216000+00:00,9181,1223
1218.0,34.0,22,2023-10-29T21:13:32.497000+00:00,9181,1223
1219.8,34.0,27,2023-10-29T21:13:36.153000+00:00,9181,1223
1226.3,34.0,4,2023-10-29T21:13:44.403000+00:00,9181,1223
1225.6,34.0,10,2023-10-29T21:13:46.591000+00:00,9181,1223
1227.9,34.0,23,2023-10-29T21:13:50.419000+00:00,9181,1223
1229.5,34.0,24,2023-10-29T21:13:54.997000+00:00,9181,1223
1226.2,34.0,31,2023-10-29T21:13:57.809000+00:00,9181,1223
1227.7,34.0,2,2023-10-29T21:14:01.559000+00:00,9181,1223
1229.3,34.0,77,2023-10-29T21:14:05.309000+00:00,9181,1223
1229.6,34.0,18,2023-10-29T21:14:09.043000+00:00,9181,1223
1229.8,34.0,14,2023-10-29T21:14:13.137000+00:00,9181,1223
35.2,8.0,27,2023-11-03T14:41:42.915000+00:00,9198,1224
28.7,8.0,16,2023-11-03T14:42:06.962000+00:00,9198,1224
358.0,6.0,18,2023-11-03T14:43:12.102000+00:00,9198,1224
20.0,10.0,20,2023-11-03T14:44:23.773000+00:00,9198,1224
367.7,7.0,14,2023-11-03T14:44:57.851000+00:00,9198,1224
477.9,8.0,77,2023-11-03T14:48:52.082000+00:00,9198,1224
388.8,9.0,44,2023-11-03T14:48:59.504000+00:00,9198,1224
506.8,8.0,24,2023-11-03T14:49:13.207000+00:00,9198,1224
369.3,9.0,22,2023-11-03T14:49:30.645000+00:00,9198,1224
30.0,10.0,2,2023-11-03T14:50:41.284000+00:00,9198,1224
25.6,10.0,23,2023-11-03T14:53:08.705000+00:00,9198,1224
812.2,8.0,1,2023-11-03T14:53:46.673000+00:00,9198,1224
694.8,9.0,11,2023-11-03T14:54:07.485000+00:00,9198,1224
393.8,11.0,63,2023-11-03T14:54:39.438000+00:00,9198,1224
632.0,10.0,4,2023-11-03T14:54:58.172000+00:00,9198,1224
337.1,10.0,14,2023-11-03T14:55:08.047000+00:00,9198,1224
552.4,13.0,55,2023-11-03T14:57:58.826000+00:00,9198,1224
596.6,13.0,10,2023-11-03T14:58:03.545000+00:00,9198,1224
414.0,14.0,16,2023-11-03T14:58:17.701000+00:00,9198,1224
677.1,12.0,81,2023-11-03T14:58:49.029000+00:00,9198,1224
265.0,14.0,18,2023-11-03T14:59:26.935000+00:00,9198,1224
25.8,14.0,63,2023-11-03T14:59:49.122000+00:00,9198,1224
811.5,10.0,3,2023-11-03T14:59:57.825000+00:00,9198,1224
643.0,14.0,31,2023-11-03T15:00:18.793000+00:00,9198,1224
850.1,11.0,20,2023-11-03T15:00:21.012000+00:00,9198,1224
955.8,11.0,27,2023-11-03T15:02:05.058000+00:00,9198,1224
43.4,12.0,27,2023-11-03T15:04:33.806000+00:00,9198,1224
378.5,15.0,22,2023-11-03T15:05:02.025000+00:00,9198,1224
491.3,14.0,24,2023-11-03T15:05:49.665000+00:00,9198,1224
40.1,18.0,4,2023-11-03T15:06:51.133000+00:00,9198,1224
515.4,13.0,11,2023-11-03T15:08:53.178000+00:00,9198,1224
385.5,13.0,1,2023-11-03T15:09:31.756000+00:00,9198,1224
510.3,20.0,2,2023-11-03T15:11:55.911000+00:00,9198,1224
18.5,17.0,27,2023-11-03T15:12:35.769000+00:00,9198,1224
562.0,17.0,63,2023-11-03T15:13:53.097000+00:00,9198,1224
480.4,20.0,23,2023-11-03T15:14:08.315000+00:00,9198,1224
411.9,20.0,18,2023-11-03T15:14:33.018000+00:00,9198,1224
600.3,20.0,77,2023-11-03T15:14:43.315000+00:00,9198,1224
418.9,21.0,4,2023-11-03T15:17:37.907000+00:00,9198,1224
302.4,22.0,81,2023-11-03T15:17:43.750000+00:00,9198,1224
560.3,24.0,44,2023-11-03T15:18:13.109000+00:00,9198,1224
445.6,22.0,10,2023-11-03T15:18:38.515000+00:00,9198,1224
302.9,18.0,27,2023-11-03T15:19:33.358000+00:00,9198,1224
435.8,22.0,31,2023-11-03T15:19:46.061000+00:00,9198,1224
403.3,20.0,3,2023-11-03T15:19:58.108000+00:00,9198,1224
361.1,20.0,24,2023-11-03T15:21:12.154000+00:00,9198,1224
422.4,23.0,22,2023-11-03T15:22:40.606000+00:00,9198,1224
725.5,21.0,14,2023-11-03T15:22:51.106000+00:00,9198,1224
302.9,24.0,2,2023-11-03T15:23:04.278000+00:00,9198,1224
559.7,25.0,55,2023-11-03T15:23:10.387000+00:00,9198,1224
549.7,26.0,16,2023-11-03T15:23:33.606000+00:00,9198,1224
30.9,23.0,3,2023-11-03T15:24:51.370000+00:00,9198,1224
314.9,24.0,81,2023-11-03T15:25:48.026000+00:00,9198,1224
292.3,27.0,44,2023-11-03T15:27:38.634000+00:00,9198,1224
524.2,23.0,18,2023-11-03T15:27:48.446000+00:00,9198,1224
667.6,21.0,20,2023-11-03T15:27:55.259000+00:00,9198,1224
25.3,25.0,81,2023-11-03T15:28:09.946000+00:00,9198,1224
23.9,28.0,55,2023-11-03T15:28:29.009000+00:00,9198,1224
530.4,23.0,4,2023-11-03T15:29:12.680000+00:00,9198,1224
367.0,26.0,23,2023-11-03T15:29:49.258000+00:00,9198,1224
26.1,4.0,16,2023-11-03T18:20:54.625000+00:00,9304,1224
28.0,4.0,55,2023-11-03T18:21:04.547000+00:00,9304,1224
117.3,4.0,14,2023-11-03T18:21:42.187000+00:00,9304,1224
158.8,4.0,81,2023-11-03T18:21:56.796000+00:00,9304,1224
148.1,4.0,18,2023-11-03T18:22:19.577000+00:00,9304,1224
87.6,4.0,27,2023-11-03T18:22:29.889000+00:00,9304,1224
73.0,4.0,20,2023-11-03T18:22:33.654000+00:00,9304,1224
142.5,4.0,11,2023-11-03T18:23:09.529000+00:00,9304,1224
136.2,4.0,31,2023-11-03T18:24:07.043000+00:00,9304,1224
145.6,4.0,22,2023-11-03T18:24:23.512000+00:00,9304,1224
191.0,4.0,44,2023-11-03T18:24:37.887000+00:00,9304,1224
187.7,4.0,63,2023-11-03T18:24:42.996000+00:00,9304,1224
271.8,4.0,1,2023-11-03T18:24:55.433000+00:00,9304,1224
196.5,4.0,10,2023-11-03T18:25:03.339000+00:00,9304,1224
125.0,7.0,24,2023-11-03T18:26:25.635000+00:00,9304,1224
121.7,7.0,77,2023-11-03T18:26:27.260000+00:00,9304,1224
194.3,7.0,23,2023-11-03T18:27:20.603000+00:00,9304,1224
218.4,7.0,55,2023-11-03T18:28:59.757000+00:00,9304,1224
309.1,7.0,2,2023-11-03T18:29:18.897000+00:00,9304,1224
28.7,7.0,44,2023-11-03T18:29:21.882000+00:00,9304,1224
27.3,7.0,63,2023-11-03T18:29:29.475000+00:00,9304,1224
180.6,7.0,27,2023-11-03T18:29:33.850000+00:00,9304,1224
159.1,7.0,20,2023-11-03T18:29:35.038000+00:00,9304,1224
226.8,7.0,14,2023-11-03T18:29:44.287000+00:00,9304,1224
474.9,4.0,3,2023-11-03T18:29:50.194000+00:00,9304,1224
210.3,7.0,18,2023-11-03T18:29:55.428000+00:00,9304,1224
42.6,7.0,10,2023-11-03T18:30:05.100000+00:00,9304,1224
96.9,7.0,22,2023-11-03T18:30:06.678000+00:00,9304,1224
115.8,7.0,31,2023-11-03T18:30:09.771000+00:00,9304,1224
183.4,7.0,11,2023-11-03T18:30:12.756000+00:00,9304,1224
96.8,7.0,1,2023-11-03T18:30:41.443000+00:00,9304,1224
661.4,4.0,4,2023-11-03T18:31:16.708000+00:00,9304,1224
292.0,10.0,1,2023-11-03T18:40:03.308000+00:00,9304,1224
368.4,9.0,11,2023-11-03T18:40:07.792000+00:00,9304,1224
511.6,10.0,23,2023-11-03T18:40:11.214000+00:00,9304,1224
325.3,10.0,14,2023-11-03T18:40:14.698000+00:00,9304,1224
481.2,8.0,18,2023-11-03T18:40:18.308000+00:00,9304,1224
390.0,10.0,44,2023-11-03T18:40:23.370000+00:00,9304,1224
460.7,5.0,4,2023-11-03T18:40:28.932000+00:00,9304,1224
397.3,10.0,63,2023-11-03T18:40:41.198000+00:00,9304,1224
946.2,7.0,16,2023-11-03T18:40:46.213000+00:00,9304,1224
443.2,10.0,55,2023-11-03T18:40:48.682000+00:00,9304,1224
882.7,7.0,81,2023-11-03T18:40:56.885000+00:00,9304,1224
343.6,10.0,31,2023-11-03T18:41:02.292000+00:00,9304,1224
465.4,9.0,10,2023-11-03T18:41:34.572000+00:00,9304,1224
592.9,10.0,27,2023-11-03T18:43:58.272000+00:00,9304,1224
587.4,10.0,20,2023-11-03T18:44:04.882000+00:00,9304,1224
31.2,13.0,44,2023-11-03T18:45:23.052000+00:00,9304,1224
25.0,13.0,63,2023-11-03T18:45:44.380000+00:00,9304,1224
29.4,10.0,16,2023-11-03T18:45:51.864000+00:00,9304,1224
33.2,13.0,55,2023-11-03T18:46:06.958000+00:00,9304,1224
210.1,13.0,14,2023-11-03T18:48:09.752000+00:00,9304,1224
238.0,13.0,23,2023-11-03T18:48:16.815000+00:00,9304,1224
200.2,8.0,4,2023-11-03T18:48:20.080000+00:00,9304,1224
220.2,11.0,18,2023-11-03T18:48:27.721000+00:00,9304,1224
165.8,10.0,81,2023-11-03T18:48:38.221000+00:00,9304,1224
303.5,12.0,11,2023-11-03T18:49:16.157000+00:00,9304,1224
405.8,13.0,1,2023-11-03T18:50:49.843000+00:00,9304,1224
216.8,13.0,27,2023-11-03T18:51:40.795000+00:00,9304,1224
209.4,13.0,20,2023-11-03T18:51:43.561000+00:00,9304,1224
374.8,13.0,31,2023-11-03T18:52:11.311000+00:00,9304,1224
166.6,16.0,44,2023-11-03T18:52:17.498000+00:00,9304,1224
149.8,16.0,63,2023-11-03T18:52:27.623000+00:00,9304,1224
396.1,12.0,10,2023-11-03T18:52:38.810000+00:00,9304,1224
166.2,13.0,16,2023-11-03T18:52:45.060000+00:00,9304,1224
145.3,16.0,55,2023-11-03T18:52:48.872000+00:00,9304,1224
83.2,12.0,81,2023-11-03T18:53:16.184000+00:00,9304,1224
629.5,16.0,14,2023-11-03T19:03:05.252000+00:00,9304,1224
625.1,14.0,18,2023-11-03T19:03:07.736000+00:00,9304,1224
400.6,19.0,44,2023-11-03T19:03:11.002000+00:00,9304,1224
388.6,19.0,63,2023-11-03T19:03:19.564000+00:00,9304,1224
510.4,16.0,1,2023-11-03T19:03:20.424000+00:00,9304,1224
385.4,16.0,16,2023-11-03T19:03:29.080000+00:00,9304,1224
649.6,11.0,4,2023-11-03T19:03:30.564000+00:00,9304,1224
440.0,18.0,55,2023-11-03T19:03:35.455000+00:00,9304,1224
461.2,14.0,81,2023-11-03T19:03:59.439000+00:00,9304,1224
644.2,15.0,11,2023-11-03T19:04:04.407000+00:00,9304,1224
132.7,4.0,16,2023-11-04T14:08:14.883000+00:00,9308,1224
109.0,4.0,2,2023-11-04T14:08:32.946000+00:00,9308,1224
155.5,4.0,23,2023-11-04T14:08:35.524000+00:00,9308,1224
160.5,4.0,10,2023-11-04T14:08:47.055000+00:00,9308,1224
187.7,4.0,31,2023-11-04T14:08:50.773000+00:00,9308,1224
155.0,4.0,44,2023-11-04T14:08:57.570000+00:00,9308,1224
147.3,4.0,63,2023-11-04T14:09:05.398000+00:00,9308,1224
66.9,6.0,11,2023-11-04T14:09:12.445000+00:00,9308,1224
45.3,4.0,27,2023-11-04T14:09:17.648000+00:00,9308,1224
46.4,4.0,20,2023-11-04T14:09:23.117000+00:00,9308,1224
203.8,4.0,55,2023-11-04T14:09:31.976000+00:00,9308,1224
1735.8,8.0,1,2023-11-04T14:40:02.881000+00:00,9308,1224
1922.9,8.0,11,2023-11-04T14:40:08.475000+00:00,9308,1224
2030.5,6.0,44,2023-11-04T14:40:12.990000+00:00,9308,1224
2021.7,6.0,63,2023-11-04T14:40:19.803000+00:00,9308,1224
1927.3,5.0,27,2023-11-04T14:40:39.615000+00:00,9308,1224
1925.4,5.0,20,2023-11-04T14:40:42.021000+00:00,9308,1224
2090.3,7.0,16,2023-11-04T14:40:52.318000+00:00,9308,1224
2086.2,5.0,55,2023-11-04T14:40:54.333000+00:00,9308,1224
158.8,11.0,1,2023-11-04T14:46:43.843000+00:00,9308,1224
93.0,8.0,27,2023-11-04T14:46:49.905000+00:00,9308,1224
84.3,8.0,20,2023-11-04T14:46:56.671000+00:00,9308,1224
2459.9,6.0,10,2023-11-04T14:47:06.389000+00:00,9308,1224
169.7,11.0,11,2023-11-04T14:47:07.124000+00:00,9308,1224
157.7,9.0,44,2023-11-04T14:47:12.499000+00:00,9308,1224
135.6,9.0,63,2023-11-04T14:47:18.202000+00:00,9308,1224
137.8,10.0,81,2023-11-04T14:47:26.483000+00:00,9308,1224
147.8,10.0,4,2023-11-04T14:47:34.951000+00:00,9308,1224
113.4,8.0,55,2023-11-04T14:47:39.061000+00:00,9308,1224
133.3,10.0,16,2023-11-04T14:47:46.842000+00:00,9308,1224
621.8,12.0,81,2023-11-04T15:01:30.188000+00:00,9308,1224
549.9,13.0,4,2023-11-04T15:01:35.563000+00:00,9308,1224
550.9,13.0,16,2023-11-04T15:01:39.907000+00:00,9308,1224
619.0,10.0,22,2023-11-04T15:01:41.750000+00:00,9308,1224
643.1,14.0,1,2023-11-04T15:01:42.547000+00:00,9308,1224
605.7,9.0,3,2023-11-04T15:01:42.985000+00:00,9308,1224
557.4,11.0,55,2023-11-04T15:01:45.407000+00:00,9308,1224
596.5,14.0,11,2023-11-04T15:01:50.875000+00:00,9308,1224
634.3,12.0,44,2023-11-04T15:02:32.328000+00:00,9308,1224
619.2,12.0,63,2023-11-04T15:02:42.187000+00:00,9308,1224
18.5,1.0,1,2023-11-05T17:05:38.680000+00:00,9205,1224
19.3,1.0,4,2023-11-05T17:05:41.227000+00:00,9205,1224
18.5,1.0,44,2023-11-05T17:05:43.508000+00:00,9205,1224
18.4,1.0,14,2023-11-05T17:05:45.993000+00:00,9205,1224
18.5,1.0,18,2023-11-05T17:05:47.336000+00:00,9205,1224
20.4,1.0,63,2023-11-05T17:05:51.383000+00:00,9205,1224
20.8,1.0,11,2023-11-05T17:05:53.665000+00:00,9205,1224
23.0,1.0,55,2023-11-05T17:05:56.914000+00:00,9205,1224
22.2,1.0,31,2023-11-05T17:05:58.024000+00:00,9205,1224
20.9,1.0,22,2023-11-05T17:06:00.914000+00:00,9205,1224
20.5,1.0,10,2023-11-05T17:06:01.961000+00:00,9205,1224
20.7,1.0,77,2023-11-05T17:06:02.774000+00:00,9205,1224
21.2,1.0,24,2023-11-05T17:06:07.227000+00:00,9205,1224
27.4,1.0,2,2023-11-05T17:06:14.461000+00:00,9205,1224
34.2,1.0,27,2023-11-05T17:06:23.945000+00:00,9205,1224
1402.6,2.0,1,2023-11-05T17:31:06.038000+00:00,9205,1224
1404.6,2.0,4,2023-11-05T17:31:09.178000+00:00,9205,1224
1406.3,2.0,44,2023-11-05T17:31:13.288000+00:00,9205,1224
1408.1,2.0,14,2023-11-05T17:31:16.631000+00:00,9205,1224
1409.9,2.0,18,2023-11-05T17:31:20.725000+00:00,9205,1224
1410.9,2.0,63,2023-11-05T17:31:25.162000+00:00,9205,1224
1411.7,2.0,11,2023-11-05T17:31:28.194000+00:00,9205,1224
1413.7,2.0,55,2023-11-05T17:31:31.772000+00:00,9205,1224
1414.7,2.0,31,2023-11-05T17:31:34.397000+00:00,9205,1224
1415.4,2.0,22,2023-11-05T17:31:38.428000+00:00,9205,1224
1416.7,2.0,10,2023-11-05T17:31:41.475000+00:00,9205,1224
1418.1,2.0,77,2023-11-05T17:31:44.693000+00:00,9205,1224
1419.9,2.0,24,2023-11-05T17:31:49.693000+00:00,9205,1224
1421.2,2.0,2,2023-11-05T17:31:52.521000+00:00,9205,1224
1421.0,2.0,27,2023-11-05T17:31:56.006000+00:00,9205,1224
1584.0,1.0,81,2023-11-05T17:32:01.021000+00:00,9205,1224
1576.7,1.0,3,2023-11-05T17:32:05.115000+00:00,9205,1224
38.4,2.0,81,2023-11-05T17:34:20.660000+00:00,9205,1224
32.7,2.0,3,2023-11-05T17:34:21.145000+00:00,9205,1224
24.0,14.0,31,2023-11-05T17:48:45.244000+00:00,9205,1224
23.9,15.0,24,2023-11-05T17:50:05.353000+00:00,9205,1224
24.3,17.0,2,2023-11-05T17:52:43.163000+00:00,9205,1224
23.5,18.0,44,2023-11-05T17:53:47.912000+00:00,9205,1224
